Date,Price,Open,High,Low,Vol.,detail,Change %
2010:12:31,1396.14,1394.17,1408.235,1391.995,54.988,1.97,0.14%
2010:12:30,1394.17,1386.08,1399.385,1380.35,45.783,8.09,0.58%
2010:12:29,1386.08,1386.98,1392.165,1372.215,53.22,-0.9,-0.06%
2010:12:28,1386.98,1381.91,1394.675,1380.18,54.407,5.07,0.37%
2010:12:27,1381.91,1401.8,1404.67,1371.08,69.846,-19.89,-1.42%
2010:12:24,1401.8,1423.68,1431.375,1396.58,68.861,-21.88,-1.54%
2010:12:23,1423.68,1414.09,1427.575,1409.12,50.589,9.59,0.68%
2010:12:22,1414.09,1385.16,1415.88,1384.63,56.457,28.93,2.09%
2010:12:21,1385.16,1387.82,1398.485,1382.95,60.255,-2.66,-0.19%
2010:12:20,1387.82,1386.16,1397.1,1381.64,57.81,1.66,0.12%
2010:12:17,1386.16,1366.3,1390.07,1362.935,54.468,19.86,1.45%
2010:12:16,1366.3,1363.54,1369.345,1353.29,54.254,2.76,0.20%
2010:12:15,1363.54,1374.77,1375.9,1351.04,37.128,-11.23,-0.82%
2010:12:14,1374.77,1373.29,1375.36,1367.985,16.308,1.48,0.11%
2010:12:13,1373.29,1376.58,1381.57,1369.46,44.996,-3.29,-0.24%
2010:12:10,1376.58,1366.85,1382.655,1356.29,67.624,9.73,0.71%
2010:12:09,1366.85,1353.65,1367.95,1348.56,54.852,13.2,0.98%
2010:12:08,1353.65,1353.38,1363.4,1341.71,61.404,0.27,0.02%
2010:12:07,1353.38,1336.02,1359.43,1333.76,58.316,17.36,1.30%
2010:12:06,1336.02,1339.7,1345.075,1331.045,65.613,-3.68,-0.27%
2010:12:03,1339.7,1360.67,1364.785,1329.755,86.924,-20.97,-1.54%
2010:12:02,1360.67,1368.72,1376.975,1355.865,78.365,-8.05,-0.59%
2010:12:01,1368.72,1408.4,1410.35,1359.725,96.618,-39.68,-2.82%
2010:11:30,1408.4,1403.89,1417.855,1397.285,71.252,4.51,0.32%
2010:11:29,1403.89,1392.95,1410.22,1383.88,87.376,10.94,0.79%
2010:11:26,1392.95,1409.49,1424.55,1382.75,74.857,-16.54,-1.17%
2010:11:25,1409.49,1393.72,1410.535,1386.915,51.093,15.77,1.13%
2010:11:24,1393.72,1392.47,1398.335,1373.57,69.213,1.25,0.09%
2010:11:23,1392.47,1348.61,1393.51,1347.055,57.896,43.86,3.25%
2010:11:22,1348.61,1357.54,1364.795,1325.64,63.84,-8.93,-0.66%
2010:11:19,1357.54,1353.87,1359.975,1350.515,37.416,3.67,0.27%
2010:11:18,1353.87,1359.39,1366.1,1349.305,40.685,-5.52,-0.41%
2010:11:17,1359.39,1344.13,1359.55,1335.385,50.722,15.26,1.14%
2010:11:16,1344.13,1325.36,1346.06,1323.095,46.871,18.77,1.42%
2010:11:15,1325.36,1340.46,1343.645,1319.07,55.848,-15.1,-1.13%
2010:11:12,1340.46,1339.88,1343.665,1328.15,45.876,0.58,0.04%
2010:11:11,1339.88,1328.48,1349.315,1327.43,44.685,11.4,0.86%
2010:11:10,1328.48,1325.65,1328.605,1315.335,49.19,2.83,0.21%
2010:11:09,1325.65,1346.15,1349.395,1318.025,61.165,-20.5,-1.52%
2010:11:08,1346.15,1332.01,1347.325,1330.685,53.457,14.14,1.06%
2010:11:05,1332.01,1368.6,1371.165,1328.47,65.915,-36.59,-2.67%
2010:11:04,1368.6,1368.48,1375.115,1352.795,44.941,0.12,0.01%
2010:11:03,1368.48,1381.12,1385.625,1362.315,63.613,-12.64,-0.92%
2010:11:02,1381.12,1372.12,1387.285,1370.415,51.104,9,0.66%
2010:11:01,1372.12,1350.44,1374.675,1349.35,44.383,21.68,1.61%
2010:10:29,1350.44,1354.08,1355.55,1340.765,46.425,-3.64,-0.27%
2010:10:28,1354.08,1346.38,1355.47,1340.385,39.308,7.7,0.57%
2010:10:27,1346.38,1333.59,1349.95,1324.945,57.792,12.79,0.96%
2010:10:26,1333.59,1348.99,1364.985,1325.78,65.075,-15.4,-1.14%
2010:10:25,1348.99,1340.79,1349.88,1339.05,38.442,8.2,0.61%
2010:10:22,1340.79,1315.23,1341.84,1312.44,38.117,25.56,1.94%
2010:10:21,1315.23,1318.91,1320.13,1312.45,26.07,-3.68,-0.28%
2010:10:20,1318.91,1308.66,1320.715,1306.35,31.106,10.25,0.78%
2010:10:19,1308.66,1309.81,1316.025,1295.875,37.491,-1.15,-0.09%
2010:10:18,1309.81,1309.09,1313.535,1305.615,31.386,0.72,0.06%
2010:10:15,1309.09,1294.3,1310.19,1280.62,36.375,14.79,1.14%
2010:10:14,1294.3,1296.74,1300.075,1294.03,17.651,-2.44,-0.19%
2010:10:13,1296.74,1292.19,1300.035,1291.485,32.523,4.55,0.35%
2010:10:12,1292.19,1291.25,1296.04,1286.97,29.319,0.94,0.07%
2010:10:11,1291.25,1287.22,1296.28,1286.33,33.952,4.03,0.31%
2010:10:08,1287.22,1278.31,1290.77,1270.91,34.086,8.91,0.70%
2010:10:07,1278.31,1274.15,1283.78,1274.15,23.17,4.16,0.33%
2010:10:06,1274.15,1275.3,1282.92,1272.02,26.329,-1.15,-0.09%
2010:10:05,1275.3,1268.03,1277.89,1264.88,27.738,7.27,0.57%
2010:10:04,1268.03,1268.35,1272.06,1263.23,28.27,-0.32,-0.03%
2010:10:01,1268.35,1245.23,1274.91,1244.86,31.243,23.12,1.86%
2010:09:30,1245.23,1246.48,1249.46,1241.14,21.803,-1.25,-0.10%
2010:09:29,1246.48,1243.82,1251.33,1236.76,22.57,2.66,0.21%
2010:09:28,1243.82,1255.12,1258.95,1242.34,27.092,-11.3,-0.90%
2010:09:27,1255.12,1255.59,1262.81,1253.44,26.145,-0.47,-0.04%
2010:09:24,1255.59,1249.82,1259.9,1244.9,20.747,5.77,0.46%
2010:09:23,1249.82,1246.82,1251.29,1246.82,7.026,3,0.24%
2010:09:22,1246.82,1251,1253.94,1237.94,25.694,-4.18,-0.33%
2010:09:21,1251,1244.32,1253.39,1243.625,22.817,6.68,0.54%
2010:09:20,1244.32,1247.42,1254.78,1242.63,26.775,-3.1,-0.25%
2010:09:17,1247.42,1236.9,1249.97,1231.94,25.517,10.52,0.85%
2010:09:16,1236.9,1238.05,1238.8,1233.395,15.9,-1.15,-0.09%
2010:09:15,1238.05,1237.58,1242.42,1231.99,23.277,0.47,0.04%
2010:09:14,1237.58,1240.04,1244.425,1234.16,21.009,-2.46,-0.20%
2010:09:13,1240.04,1230.53,1241.53,1229.125,27.056,9.51,0.77%
2010:09:10,1230.53,1226.08,1235.47,1210.19,26.517,4.45,0.36%
2010:09:09,1226.08,1228.01,1232.065,1221.94,20.243,-1.93,-0.16%
2010:09:08,1228.01,1232.05,1233.79,1222.09,21.579,-4.04,-0.33%
2010:09:07,1232.05,1229.3,1237.57,1227.865,21.398,2.75,0.22%
2010:09:06,1229.3,1224.84,1232.425,1217.395,22.88,4.46,0.36%
2010:09:03,1224.84,1225.23,1229.13,1222.645,18.344,-0.39,-0.03%
2010:09:02,1225.23,1215.41,1227.55,1214.35,18.491,9.82,0.81%
2010:09:01,1215.41,1213.9,1217.73,1210.66,23.001,1.51,0.12%
2010:08:31,1213.9,1198.11,1216.06,1196.67,21.585,15.79,1.32%
2010:08:30,1198.11,1204.27,1208.11,1192.58,31.168,-6.16,-0.51%
2010:08:27,1204.27,1201.31,1207.815,1190.72,27.784,2.96,0.25%
2010:08:26,1201.31,1205.43,1209.94,1199.09,19.228,-4.12,-0.34%
2010:08:25,1205.43,1194.97,1211.07,1192.515,24.351,10.46,0.88%
2010:08:20,1194.97,1186.21,1203.12,1184.91,26.351,8.76,0.74%
2010:08:19,1186.21,1182.84,1190.82,1179.51,23.786,3.37,0.28%
2010:08:18,1182.84,1181.05,1190.54,1174.61,25.667,1.79,0.15%
2010:08:17,1181.05,1168.3,1183.71,1165.825,29.518,12.75,1.09%
2010:08:16,1168.3,1163.34,1169.53,1159.43,24.738,4.96,0.43%
2010:08:13,1163.34,1161.84,1166.17,1156.83,19.648,1.5,0.13%
2010:08:12,1161.84,1183.65,1187.33,1158.22,25.04,-21.81,-1.84%
2010:08:11,1183.65,1189.06,1194.77,1179.88,22.416,-5.41,-0.45%
2010:08:10,1189.06,1195.01,1204.16,1184.18,29.643,-5.95,-0.50%
2010:08:09,1195.01,1185.18,1201.31,1181.19,29.431,9.83,0.83%
2010:08:06,1185.18,1192.07,1198.14,1183.49,31.597,-6.89,-0.58%
2010:08:05,1192.07,1182.89,1193.81,1175.62,29.866,9.18,0.78%
2010:08:04,1182.89,1193.05,1196.07,1177.58,30.709,-10.16,-0.85%
2010:08:03,1193.05,1208.31,1210.935,1186.09,33.002,-15.26,-1.26%
2010:08:02,1208.31,1208.35,1217.405,1203.855,35.953,-0.04,0.00%
2010:07:30,1208.35,1212.34,1218.22,1202.64,23.523,-3.99,-0.33%
2010:07:29,1212.34,1196.79,1218.04,1196.58,20.082,15.55,1.30%
2010:07:28,1196.79,1211.92,1213.25,1196.39,20.678,-15.13,-1.25%
2010:07:27,1211.92,1198.07,1213.84,1194.565,21.57,13.85,1.16%
2010:07:26,1198.07,1202.6,1208.015,1187.46,23.08,-4.53,-0.38%
2010:07:23,1202.6,1192.69,1204.05,1185.05,26.759,9.91,0.83%
2010:07:22,1192.69,1208.93,1213.75,1189.35,32.656,-16.24,-1.34%
2010:07:21,1208.93,1211.4,1214.52,1205.96,11.621,-2.47,-0.20%
2010:07:20,1211.4,1198.87,1213.5,1198.33,37.433,12.53,1.05%
2010:07:19,1198.87,1242.37,1243.99,1196.61,42.07,-43.5,-3.50%
2010:07:16,1242.37,1240.67,1247.76,1234.69,23.387,1.7,0.14%
2010:07:15,1240.67,1239.1,1245.22,1227.28,36.84,1.57,0.13%
2010:07:14,1239.1,1255.67,1262.81,1235.8,37.282,-16.57,-1.32%
2010:07:13,1255.67,1243.44,1258.41,1241.09,26.314,12.23,0.98%
2010:07:12,1243.44,1237.39,1248.53,1227.83,33.606,6.05,0.49%
2010:07:09,1237.39,1240.06,1246.485,1224.835,27.422,-2.67,-0.22%
2010:07:08,1240.06,1233.73,1242.86,1232.11,31.562,6.33,0.51%
2010:07:05,1233.73,1256.89,1265.265,1230.76,34.569,-23.16,-1.84%
2010:07:02,1256.89,1244.97,1262.385,1241.825,26.053,11.92,0.96%
2010:07:01,1244.97,1229.22,1251.245,1229.14,31.385,15.75,1.28%
2010:06:30,1229.22,1234.13,1238.08,1226.99,27.502,-4.91,-0.40%
2010:06:29,1234.13,1221.22,1236.86,1219.895,30.819,12.91,1.06%
2010:06:28,1221.22,1226.69,1234.21,1216.23,29.179,-5.47,-0.45%
2010:06:25,1226.69,1216.6,1230.79,1216.27,29.105,10.09,0.83%
2010:06:24,1216.6,1233.33,1234.25,1214.95,32.709,-16.73,-1.36%
2010:06:23,1233.33,1236.61,1241.01,1221.795,31.492,-3.28,-0.27%
2010:06:22,1236.61,1240.22,1252.185,1233.505,45.354,-3.61,-0.29%
2010:06:21,1240.22,1219.88,1244.71,1210.72,37.167,20.34,1.67%
2010:06:18,1219.88,1206.64,1220.13,1196.595,43.519,13.24,1.10%
2010:06:17,1206.64,1223.46,1224.815,1200.915,31.037,-16.82,-1.37%
2010:06:16,1223.46,1225.64,1227.165,1213.405,25.576,-2.18,-0.18%
2010:06:15,1225.64,1216.25,1228.98,1214.69,27.789,9.39,0.77%
2010:06:14,1216.25,1214.6,1218.1,1209.84,10.932,1.65,0.14%
2010:06:11,1214.6,1212.19,1215.54,1202.23,27.383,2.41,0.20%
2010:06:10,1212.19,1211.68,1218.51,1205.88,28.325,0.51,0.04%
2010:06:09,1211.68,1204.28,1216.71,1200.88,31.952,7.4,0.61%
2010:06:08,1204.28,1191.66,1204.38,1185.36,39.765,12.62,1.06%
2010:06:07,1191.66,1177.08,1196.96,1177.08,35.845,14.58,1.24%
2010:06:04,1177.08,1182.41,1187.885,1166.15,59.444,-5.33,-0.45%
2010:06:03,1182.41,1193.76,1198.18,1175.245,59.109,-11.35,-0.95%
2010:06:02,1193.76,1224.98,1227.775,1186.67,49.3,-31.22,-2.55%
2010:06:01,1224.98,1222.46,1229.235,1206.92,40.4,2.52,0.21%
2010:05:31,1222.46,1232.6,1242.495,1219.28,49.714,-10.14,-0.82%
2010:05:28,1232.6,1232.74,1249.495,1217.545,51.602,-0.14,-0.01%
2010:05:27,1232.74,1238.88,1243.19,1227.34,37.606,-6.14,-0.50%
2010:05:26,1238.88,1232.76,1248.76,1227.06,52.537,6.12,0.50%
2010:05:25,1232.76,1203.08,1234.65,1201.165,43.584,29.68,2.47%
2010:05:24,1203.08,1208.23,1208.23,1184.08,38.172,-5.15,-0.43%
2010:05:21,1208.23,1208.53,1214.03,1192.8,54.846,-0.3,-0.02%
2010:05:20,1208.53,1175.18,1211.73,1172.645,54.255,33.35,2.84%
2010:05:19,1175.18,1171.14,1177.065,1156.595,38.61,4.04,0.34%
2010:05:18,1171.14,1182.31,1192.425,1167.015,33.337,-11.17,-0.94%
2010:05:17,1182.31,1179.1,1187.875,1176.76,20.152,3.21,0.27%
2010:05:14,1179.1,1167.01,1181.785,1166.83,25.375,12.09,1.04%
2010:05:13,1167.01,1165.77,1171.39,1162.17,22.574,1.24,0.11%
2010:05:12,1165.77,1167.96,1174.68,1160.715,29.143,-2.19,-0.19%
2010:05:11,1167.96,1153.47,1172.75,1146.41,28.904,14.49,1.26%
2010:05:10,1153.47,1157.75,1160.055,1150.9,21.301,-4.28,-0.37%
2010:05:05,1157.75,1141.63,1158,1135.06,31.557,16.12,1.41%
2010:05:04,1141.63,1146.69,1149.47,1131.79,32.272,-5.06,-0.44%
2010:05:03,1146.69,1140.78,1150.665,1137.86,22.066,5.91,0.52%
2010:04:30,1140.78,1135.72,1146.23,1133.595,23.274,5.06,0.45%
2010:04:29,1135.72,1137.43,1144.85,1106.43,20.462,-1.71,-0.15%
2010:04:28,1137.43,1159.17,1160.805,1129.995,28.626,-21.74,-1.88%
2010:04:27,1159.17,1155.37,1161.62,1150.23,19.067,3.8,0.33%
2010:04:26,1155.37,1150.64,1162.17,1150.435,23.075,4.73,0.41%
2010:04:23,1150.64,1156.32,1157.37,1145.16,21.355,-5.68,-0.49%
2010:04:22,1156.32,1161.94,1169.9,1154.3,22.623,-5.62,-0.48%
2010:04:21,1161.94,1150.57,1164.94,1149.57,17.678,11.37,0.99%
2010:04:20,1150.57,1149.38,1153.92,1143.755,22.455,1.19,0.10%
2010:04:19,1149.38,1134.28,1153.38,1132.63,25.505,15.1,1.33%
2010:04:16,1134.28,1131.94,1138.81,1122.905,24.408,2.34,0.21%
2010:04:15,1131.94,1122.5,1133.54,1120.15,18.567,9.44,0.84%
2010:04:14,1122.5,1126.84,1127.14,1116.78,3.006,-4.34,-0.39%
2010:04:13,1126.84,1113.17,1128.165,1111.695,21.68,13.67,1.23%
2010:04:12,1113.17,1103.62,1118.24,1102.49,20.126,9.55,0.87%
2010:04:09,1103.62,1109.73,1113.505,1101.745,19.414,-6.11,-0.55%
2010:04:08,1109.73,1107.53,1114.83,1103.475,19.991,2.2,0.20%
2010:04:07,1107.53,1090.51,1109.91,1088.81,25.994,17.02,1.56%
2010:04:06,1090.51,1086.61,1095.885,1085.81,30.616,3.9,0.36%
2010:04:05,1086.61,1105.15,1105.89,1085.315,31.801,-18.54,-1.68%
2010:04:02,1105.15,1102.15,1108.225,1094.535,26.668,3,0.27%
2010:04:01,1102.15,1106.93,1108.865,1092.555,25.093,-4.78,-0.43%
2010:03:31,1106.93,1127.42,1127.42,1101.505,26.254,-20.49,-1.82%
2010:03:30,1127.42,1120.46,1129.495,1118.265,26.274,6.96,0.62%
2010:03:29,1120.46,1127.66,1133.415,1118.49,29.568,-7.2,-0.64%
2010:03:26,1127.66,1108.29,1128.88,1108.2,27.429,19.37,1.75%
2010:03:25,1108.29,1101.95,1108.91,1101.34,21.172,6.34,0.58%
2010:03:24,1101.95,1109.54,1119.385,1098.535,29.197,-7.59,-0.68%
2010:03:23,1109.54,1108.44,1111.775,1100.665,27.994,1.1,0.10%
2010:03:22,1108.44,1121.82,1128.105,1103.43,33.984,-13.38,-1.19%
2010:03:19,1121.82,1123.59,1125.09,1108.665,29.514,-1.77,-0.16%
2010:03:18,1123.59,1134.88,1137.795,1118.69,26.323,-11.29,-0.99%
2010:03:17,1134.88,1132.18,1140.755,1127.48,29.228,2.7,0.24%
2010:03:16,1132.18,1139.96,1141.72,1125.88,35.096,-7.78,-0.68%
2010:03:15,1139.96,1134.61,1145.185,1132.335,36.718,5.35,0.47%
2010:03:12,1134.61,1118.91,1137.78,1114.945,37.596,15.7,1.40%
2010:03:11,1118.91,1117.73,1123.625,1112.025,36.784,1.18,0.11%
2010:03:10,1117.73,1106.5,1119.12,1104.42,38.694,11.23,1.01%
2010:03:05,1106.5,1097.89,1109.485,1088.435,44.338,8.61,0.78%
2010:03:04,1097.89,1103.38,1108.455,1090.17,35.015,-5.49,-0.50%
2010:03:03,1103.38,1114.3,1121.26,1099.505,38.602,-10.92,-0.98%
2010:03:02,1114.3,1119.31,1131.26,1110.23,33.537,-5.01,-0.45%
2010:03:01,1119.31,1108.71,1127,1099.36,42.359,10.6,0.96%
2010:02:26,1108.71,1106.88,1124.24,1097.935,43.525,1.83,0.17%
2010:02:25,1106.88,1119.37,1127.36,1105.38,35.869,-12.49,-1.12%
2010:02:24,1119.37,1101.02,1121.27,1098.39,28.903,18.35,1.67%
2010:02:23,1101.02,1093.39,1102.455,1091.865,14.47,7.63,0.70%
2010:02:22,1093.39,1095.3,1097.13,1077.89,36.523,-1.91,-0.17%
2010:02:19,1095.3,1072.09,1098.025,1071.65,37.437,23.21,2.16%
2010:02:18,1072.09,1078.16,1082.43,1063.38,34.785,-6.07,-0.56%
2010:02:17,1078.16,1062.85,1083.34,1062.27,35.503,15.31,1.44%
2010:02:16,1062.85,1066.27,1073.915,1061.83,37.173,-3.42,-0.32%
2010:02:15,1066.27,1063.68,1068.99,1044.475,46.667,2.59,0.24%
2010:02:12,1063.68,1109.86,1111.355,1059.7,37.835,-46.18,-4.16%
2010:02:11,1109.86,1114.42,1125.235,1107.285,30.814,-4.56,-0.41%
2010:02:10,1114.42,1105.51,1118.385,1099.075,30.22,8.91,0.81%
2010:02:09,1105.51,1081.13,1107.85,1076.73,29.804,24.38,2.26%
2010:02:08,1081.13,1086.91,1090.5,1074.78,34.934,-5.78,-0.53%
2010:02:05,1086.91,1087.87,1096.3,1074.21,33.171,-0.96,-0.09%
2010:02:04,1087.87,1097.61,1102.74,1083.595,34.816,-9.74,-0.89%
2010:02:03,1097.61,1098.39,1103.625,1085.715,28.714,-0.78,-0.07%
2010:02:02,1098.39,1093.22,1104.255,1092.67,30.826,5.17,0.47%
2010:02:01,1093.22,1094.05,1098.865,1082.375,39.264,-0.83,-0.08%
2010:01:29,1094.05,1111.25,1117.785,1088.69,35.609,-17.2,-1.55%
2010:01:28,1111.25,1138.31,1141.695,1107.145,32.926,-27.06,-2.38%
2010:01:27,1138.31,1133.87,1140.795,1128.995,26.571,4.44,0.39%
2010:01:26,1133.87,1131.02,1137.43,1127.7,13.477,2.85,0.25%
2010:01:25,1131.02,1142.73,1145.88,1126.78,29.763,-11.71,-1.02%
2010:01:22,1142.73,1137.93,1146.435,1130.975,31.959,4.8,0.42%
2010:01:21,1137.93,1128.02,1138.79,1118.695,31.826,9.91,0.88%
2010:01:20,1128.02,1151.73,1158.23,1125,30.085,-23.71,-2.06%
2010:01:19,1151.73,1138.1,1162.08,1137.96,30.045,13.63,1.20%
2010:01:18,1138.1,1131.66,1139.62,1119.805,32.298,6.44,0.57%
2010:01:15,1131.66,1138.21,1139.04,1128.585,27.736,-6.55,-0.58%
2010:01:14,1138.21,1118.01,1140.535,1116.63,30.136,20.2,1.81%
2010:01:13,1118.01,1121.31,1128.86,1115.31,25.863,-3.3,-0.29%
2010:01:12,1121.31,1097.38,1123.92,1093.45,28.588,23.93,2.18%
2010:01:11,1097.38,1097.12,1097.38,1097.04,4,0.26,0.02%
2010:01:08,1097.12,1092.92,1106.955,1092.61,16.278,4.2,0.38%
2010:01:07,1092.92,1096.85,1098.16,1086.105,23.254,-3.93,-0.36%
2010:01:06,1096.85,1107.07,1108.455,1096.745,22.607,-10.22,-0.92%
2010:01:05,1107.07,1105.54,1113.885,1101.645,18.991,1.53,0.14%
2010:01:04,1105.54,1105.73,1105.73,1104.46,3,-0.19,-0.02%
2010:01:01,1105.73,1087.61,1106.11,1087.1,16.368,18.12,1.67%
2009:12:31,1087.61,1083.9,1096.05,1079.57,26.146,3.71,0.34%
2009:12:30,1083.9,1093.34,1097.53,1074.735,31.945,-9.44,-0.86%
2009:12:29,1093.34,1113.23,1119.66,1090.295,32.173,-19.89,-1.79%
2009:12:28,1113.23,1098.75,1117.215,1096.75,35.873,14.48,1.32%
2009:12:25,1098.75,1138.06,1141.785,1094.925,37.38,-39.31,-3.45%
2009:12:24,1138.06,1125.2,1141.48,1121.585,29.916,12.86,1.14%
2009:12:23,1125.2,1126.55,1129.095,1111.54,26.896,-1.35,-0.12%
2009:12:22,1126.55,1115.05,1127.855,1110.78,34.375,11.5,1.03%
2009:12:21,1115.05,1131.37,1142.37,1109.45,37.424,-16.32,-1.44%
2009:12:18,1131.37,1128.69,1137.1,1121.275,39.483,2.68,0.24%
2009:12:17,1128.69,1128.34,1147.2,1116.5,43.723,0.35,0.03%
2009:12:16,1128.34,1158.24,1168.985,1124.765,44.46,-29.9,-2.58%
2009:12:15,1158.24,1161.11,1165.255,1135.435,46.795,-2.87,-0.25%
2009:12:14,1161.11,1207.75,1212.765,1147.65,42.705,-46.64,-3.86%
2009:12:11,1207.75,1215.72,1226.525,1204.48,36.635,-7.97,-0.66%
2009:12:10,1215.72,1196.6,1217.315,1195.1,33.279,19.12,1.60%
2009:12:09,1196.6,1179.52,1201.62,1175.505,28.118,17.08,1.45%
2009:12:08,1179.52,1177.53,1182.97,1164.14,39.951,1.99,0.17%
2009:12:07,1177.53,1191.88,1192.25,1137.77,39.285,-14.35,-1.20%
2009:12:04,1191.88,1191.69,1195.395,1180.59,15.29,0.19,0.02%
2009:12:03,1191.69,1169.15,1191.85,1166.935,21.025,22.54,1.93%
2009:12:02,1169.15,1166.07,1171.3,1158.115,26.056,3.08,0.26%
2009:12:01,1166.07,1150.41,1173.89,1150.41,23.331,15.66,1.36%
2009:11:30,1150.41,1144.46,1151.2,1132.64,25.233,5.95,0.52%
2009:11:27,1144.46,1145.5,1146.42,1130.15,23.351,-1.04,-0.09%
2009:11:26,1145.5,1141.53,1153.07,1136.125,23.868,3.97,0.35%
2009:11:25,1141.53,1139.04,1141.89,1128.18,35.294,2.49,0.22%
2009:11:24,1139.04,1118.67,1143.515,1118.67,35.62,20.37,1.82%
2009:11:23,1118.67,1103.695,1119.44,1101.26,20.606,14.975,1.36%
2009:11:20,1103.695,1117.46,1123.11,1102.77,22.6,-13.765,-1.23%
2009:11:19,1117.46,1105.78,1118.71,1105.45,19.823,11.68,1.06%
2009:11:18,1105.78,1103.92,1109.3,1097.12,21.357,1.86,0.17%
2009:11:17,1103.92,1095.01,1110.96,1095.01,20.023,8.91,0.81%
2009:11:16,1095.01,1090.31,1101.27,1086.74,21.161,4.7,0.43%
2009:11:13,1090.31,1092.15,1094.79,1084.17,21.398,-1.84,-0.17%
2009:11:12,1092.15,1084.06,1097.81,1080.02,26.583,8.09,0.75%
2009:11:11,1084.06,1059.57,1088.005,1055.5,25.236,24.49,2.31%
2009:11:10,1059.57,1045.55,1062.7,1041.98,22.705,14.02,1.34%
2009:11:09,1045.55,1047.18,1049.01,1035.31,20.551,-1.63,-0.16%
2009:11:06,1047.18,1028.16,1047.98,1026.86,19.605,19.02,1.85%
2009:11:05,1028.16,1040.05,1042.105,1026.81,22.339,-11.89,-1.14%
2009:11:04,1040.05,1038.76,1043.92,1032.77,22.938,1.29,0.12%
2009:11:03,1038.76,1055.57,1060.01,1037.91,23.46,-16.81,-1.59%
2009:11:02,1055.57,1060.01,1067.79,1050.25,21.668,-4.44,-0.42%
2009:10:30,1060.01,1059.07,1061.7,1051.75,19.471,0.94,0.09%
2009:10:29,1059.07,1055.31,1065,1048.06,21.313,3.76,0.36%
2009:10:28,1055.31,1064.14,1068.13,1052.14,18.88,-8.83,-0.83%
2009:10:27,1064.14,1053.54,1064.82,1048.16,18.67,10.6,1.01%
2009:10:26,1053.54,1050.35,1056.97,1043.2,19.545,3.19,0.30%
2009:10:23,1050.35,1062.53,1065.97,1046.71,22.495,-12.18,-1.15%
2009:10:22,1062.53,1064.33,1070.79,1056.22,22.307,-1.8,-0.17%
2009:10:21,1064.33,1057.12,1068.74,1051.31,19.678,7.21,0.68%
2009:10:20,1057.12,1049.3,1059.27,1047.355,15.288,7.82,0.75%
2009:10:19,1049.3,1055.04,1055.51,1043.76,20.081,-5.74,-0.54%
2009:10:16,1055.04,1044.07,1061.56,1043.16,24.616,10.97,1.05%
2009:10:15,1044.07,1042.04,1048.5,1036.67,22.749,2.03,0.19%
2009:10:14,1042.04,1017.28,1043.7,1015.58,20.501,24.76,2.43%
2009:10:13,1017.28,1002.93,1017.745,1001.2,16.522,14.35,1.43%
2009:10:12,1002.93,999.28,1007.71,986.9,21.254,3.65,0.37%
2009:10:09,999.28,1007.67,1009.89,997.93,19.858,-8.39,-0.83%
2009:10:08,1007.67,992.31,1009.3,991.76,19.279,15.36,1.55%
2009:10:07,992.31,991.1,995.97,985.28,16.014,1.21,0.12%
2009:10:06,991.1,990.99,996.91,986.18,18.325,0.11,0.01%
2009:10:05,990.99,994.1,999.27,985.285,27.814,-3.11,-0.31%
2009:10:02,994.1,1008.3,1019.25,990.81,25.722,-14.2,-1.41%
2009:10:01,1008.3,1014.49,1018.82,1006.21,26.424,-6.19,-0.61%
2009:09:30,1014.49,1003.66,1019.905,1002.84,21.526,10.83,1.08%
2009:09:29,1003.66,1007.64,1007.64,996.06,23.594,-3.98,-0.39%
2009:09:28,1007.64,1013.62,1017.94,1006.27,24.136,-5.98,-0.59%
2009:09:25,1013.62,1017.33,1024.28,1010.48,28.61,-3.71,-0.36%
2009:09:24,1017.33,1007.62,1020.88,1006.33,31.852,9.71,0.96%
2009:09:23,1007.62,1000.16,1009.83,992.57,25.04,7.46,0.75%
2009:09:22,1000.16,1005.16,1008.1,993.61,25.842,-5,-0.50%
2009:09:21,1005.16,996.59,1011.905,994.775,27.711,8.57,0.86%
2009:09:18,996.59,992.35,998.665,983.115,26.773,4.24,0.43%
2009:09:17,992.35,995.4,1003.375,987.555,28.579,-3.05,-0.31%
2009:09:16,995.4,995.09,1007.845,992.79,30.021,0.31,0.03%
2009:09:15,995.09,994.08,996.775,991.065,9.97,1.01,0.10%
2009:09:14,994.08,991.93,996.375,985.66,25.159,2.15,0.22%
2009:09:11,991.93,978.45,997.585,974.58,28.593,13.48,1.38%
2009:09:10,978.45,956.24,980.555,951.7,23.161,22.21,2.32%
2009:09:09,956.24,951.25,957.16,946.615,22.219,4.99,0.52%
2009:09:08,951.25,954.98,960.73,943.63,13.308,-3.73,-0.39%
2009:09:07,954.98,948.15,962,948.05,18.683,6.83,0.72%
2009:09:04,948.15,945.59,950.79,941.83,18.066,2.56,0.27%
2009:09:03,945.59,944.73,950.12,940.22,17.698,0.86,0.09%
2009:09:02,944.73,941.53,954.56,941.38,21.642,3.2,0.34%
2009:09:01,941.53,953.83,957.09,935.11,18.735,-12.3,-1.29%
2009:08:31,953.83,940.71,958.19,938.005,19.123,13.12,1.39%
2009:08:28,940.71,942.04,945.925,937.485,17.526,-1.33,-0.14%
2009:08:27,942.04,938.63,945.21,932.19,20.591,3.41,0.36%
2009:08:26,938.63,934.61,940.09,933.05,17.796,4.02,0.43%
